reading_date,grid_zone,load_mwh,generation_mwh,net_supply_gap_mwh,avg_real_time_price_mwh,max_real_time_price_mwh,avg_congestion_price_mwh
2026-04-01,CAISO,343.26070020000003,2751.9894,2408.7286998,113.949875,217.676,45.782833333333336
2026-04-01,ERCOT,1244.4148937,2059.1043,814.6894063,81.76899999999999,226.871,35.33975
2026-04-01,MISO,782.4928179999999,2947.6972,2165.204382,77.95520833333333,225.853,53.15595833333333
2026-04-01,PJM,363.54608550000006,4122.8067,3759.2606145,87.46820833333334,223.219,43.799749999999996
2026-04-01,SPP,597.6313946,270.6104,-327.0209946,99.93479166666667,239.269,35.78095833333334
2026-04-02,CAISO,344.8033654,2588.3604,2243.5570346,122.26400000000001,237.347,43.631
2026-04-02,ERCOT,1231.1150274,2356.6965999999998,1125.5815725999998,95.2235,204.706,43.824875
2026-04-02,MISO,724.1831149,3222.5591,2498.3759851,126.32508333333334,237.331,45.56258333333333
2026-04-02,PJM,374.51376949999997,3785.6636,3411.1498305,94.228875,239.165,32.663125
2026-04-02,SPP,629.8038322999998,233.13850000000002,-396.6653322999998,115.09729166666666,238.722,41.87129166666667
2026-04-03,CAISO,345.3645842,2921.5491,2576.1845158,101.53529166666668,236.917,45.857375
2026-04-03,ERCOT,1203.1892681,2015.6437,812.4544319000001,90.69237500000001,225.898,35.555749999999996
2026-04-03,MISO,748.248757,3026.3815,2278.132743,120.11516666666667,226.565,42.706583333333334
2026-04-03,PJM,360.9188158,3634.205,3273.2861841999998,116.66170833333332,226.963,26.892833333333332
2026-04-03,SPP,569.4969138,459.9101,-109.58681380000002,83.3575,238.102,42.0385
2026-04-04,CAISO,294.7468042,2966.364,2671.6171958,128.64916666666667,237.256,43.588
2026-04-04,ERCOT,977.2151682,1914.365,937.1498318,83.21520833333334,238.022,36.578250000000004
2026-04-04,MISO,635.1454109,2906.0699,2270.9244891,100.78420833333332,238.88,39.713375
2026-04-04,PJM,293.7152518,3690.3038,3396.5885482000003,113.00895833333334,222.082,39.8135
2026-04-04,SPP,513.0759538,146.4732,-366.60275379999996,114.382625,220.326,39.535375
2026-04-05,CAISO,280.20108459999994,2729.9032,2449.7021154000004,117.12316666666668,239.04,43.83358333333334
2026-04-05,ERCOT,1011.9092665999999,2071.7677,1059.8584334,115.01620833333334,225.126,33.069625
2026-04-05,MISO,603.3875826,2754.8402,2151.4526174000002,96.79312499999999,233.836,37.30795833333333
2026-04-05,PJM,298.0003853,3820.5553,3522.5549147,84.075,214.632,46.12645833333334
2026-04-05,SPP,436.88334370000007,232.5474,-204.33594370000006,98.503,218.017,38.352666666666664
2026-04-06,CAISO,347.6225442,2684.0012,2336.3786558,107.48679166666666,235.092,43.92679166666667
2026-04-06,ERCOT,1263.1557277,2148.3677,885.2119722999998,115.02629166666667,227.121,43.806958333333334
2026-04-06,MISO,718.92595,2988.7508,2269.82485,109.37566666666667,234.622,37.28154166666666
2026-04-06,PJM,363.06052029999995,3877.5858,3514.5252797,97.35695833333334,239.244,25.235166666666668
2026-04-06,SPP,601.3959542,327.9505,-273.44545420000003,67.21358333333333,203.97,30.383666666666667
2026-04-07,CAISO,330.0877735,2529.5439,2199.4561265,104.20754166666667,228.772,44.643791666666665
2026-04-07,ERCOT,1208.8150349,2138.8752,930.0601651,126.60029166666668,232.133,39.79716666666666
2026-04-07,MISO,733.6988662,3092.8809,2359.1820338,107.895875,235.958,39.827625000000005
2026-04-07,PJM,360.7136169,3814.2204,3453.5067831,106.83704166666666,232.942,41.293875
2026-04-07,SPP,585.0423721,339.3236,-245.71877209999997,109.67195833333334,216.681,45.503125000000004
2026-04-08,CAISO,358.5258434,2708.147,2349.6211566,100.64258333333333,224.794,47.57216666666667
2026-04-08,ERCOT,1269.566994,2086.9339,817.366906,142.09787500000002,235.343,42.78245833333333
2026-04-08,MISO,751.3860979,2898.1662,2146.7801021,115.12695833333333,236.949,30.544875
2026-04-08,PJM,367.18449880000003,3618.385,3251.2005012,103.59654166666667,239.547,44.69795833333333
2026-04-08,SPP,535.7106428999999,267.9607,-267.74994289999995,126.32941666666666,236.639,41.00508333333334
2026-04-09,CAISO,332.29834999999997,2867.9675,2535.66915,133.82120833333332,237.642,34.8885
2026-04-09,ERCOT,1222.2690797,2128.3129,906.0438202999999,118.94079166666667,222.252,38.268125000000005
2026-04-09,MISO,758.3331297000001,2878.7704,2120.4372703,111.26316666666666,235.517,41.178875
2026-04-09,PJM,361.09144369999996,3740.7278,3379.6363563,112.64491666666667,239.923,43.67933333333334
2026-04-09,SPP,591.0177462,341.7674,-249.25034620000002,108.53008333333332,226.96,39.471125
2026-04-10,CAISO,344.12680570000003,2786.3714,2442.2445943,97.19,227.138,33.84616666666667
2026-04-10,ERCOT,1231.8804664,2187.2233,955.3428336000002,113.78137500000001,237.861,41.264
2026-04-10,MISO,752.4357453999999,2862.9294,2110.4936546,93.14929166666667,230.264,34.717166666666664
2026-04-10,PJM,368.0311136,3769.6118,3401.5806864,112.44245833333333,231.803,40.431666666666665
2026-04-10,SPP,613.3851449,362.1572,-251.2279449,100.53779166666668,223.104,45.62958333333333
2026-04-11,CAISO,274.4048737,2850.189,2575.7841263,116.00195833333333,238.62,34.203375
2026-04-11,ERCOT,952.6020994,2251.3304,1298.7283005999998,114.44516666666668,236.342,24.52808333333333
2026-04-11,MISO,559.1740367000001,3089.1193,2529.9452632999996,82.84620833333334,235.922,42.907125
2026-04-11,PJM,283.7647663,3710.2773,3426.5125337,111.60941666666668,236.989,34.002625
2026-04-11,SPP,449.68527940000007,259.7083,-189.97697940000006,87.37316666666668,211.601,45.44649999999999
2026-04-12,CAISO,256.0287742,2611.4647999999997,2355.4360257999997,126.03545833333334,229.546,54.372458333333334
2026-04-12,ERCOT,942.7995847,2350.3043,1407.5047152999998,104.74083333333333,228.514,51.418749999999996
2026-04-12,MISO,603.6615249000001,2890.9623,2287.3007751,107.83720833333332,212.274,24.50533333333333
2026-04-12,PJM,298.43215040000007,3747.4296,3448.9974496,108.53004166666666,234.826,38.18304166666667
2026-04-12,SPP,472.03137480000004,344.0152,-128.01617480000004,106.56941666666667,238.337,28.896958333333334
2026-04-13,CAISO,343.2555103,2797.3446,2454.0890897,105.02974999999999,225.757,37.065125
2026-04-13,ERCOT,1206.6126207999998,2148.5836,941.9709792000001,131.06545833333334,237.959,45.09983333333333
2026-04-13,MISO,747.4492152,3056.1269,2308.6776848,101.934125,232.087,40.288125
2026-04-13,PJM,355.4692992,3695.4423,3339.9730008,122.71829166666667,234.203,37.384708333333336
2026-04-13,SPP,589.9655338,70.9874,-518.9781338,86.904375,207.901,52.75483333333333
2026-04-14,CAISO,330.70556460000006,2835.3073,2504.6017354,106.65024999999999,237.815,38.50245833333333
2026-04-14,ERCOT,1194.5101151000001,2188.8806,994.3704848999998,112.571625,238.634,25.25491666666667
2026-04-14,MISO,723.6215371,2850.5373,2126.9157629,95.38725,232.51,48.413375
2026-04-14,PJM,371.1905081,3787.6881,3416.4975919,133.87920833333334,237.619,30.769125000000003
2026-04-14,SPP,595.4726138000001,334.5787,-260.89391380000006,127.56933333333335,238.641,43.023625
2026-04-15,CAISO,347.4461396,2820.3468,2472.9006603999997,132.75258333333332,221.623,38.989125
2026-04-15,ERCOT,1224.7088331999998,2217.1669,992.4580668000003,93.90045833333333,225.683,41.18295833333333
2026-04-15,MISO,770.2027476999999,2892.752,2122.5492523000003,87.98616666666668,231.027,44.156666666666666
2026-04-15,PJM,359.27441350000004,3707.2138,3347.9393865,118.43266666666666,223.079,42.28508333333333
2026-04-15,SPP,562.1670238999999,196.75160000000002,-365.41542389999984,120.860125,232.258,43.52995833333333
2026-04-16,CAISO,352.8364163,2867.5496,2514.7131836999997,100.573125,239.982,45.253125000000004
2026-04-16,ERCOT,1281.2228137,2231.7344,950.5115862999999,118.366125,238.123,45.41195833333333
2026-04-16,MISO,726.0197346000001,3055.466,2329.4462654,106.84229166666667,234.578,45.767
2026-04-16,PJM,372.68771330000004,3437.7214,3065.0336866999996,107.28816666666667,227.08,44.4975
2026-04-16,SPP,567.2286809999999,112.62000000000002,-454.60868099999993,103.52658333333333,231.724,42.40975
2026-04-17,CAISO,347.8387182,2802.0425999999998,2454.2038817999996,93.6725,203.428,30.795458333333332
2026-04-17,ERCOT,1203.1277626,2502.2273,1299.0995374,109.736375,234.78,40.76441666666667
2026-04-17,MISO,769.9519426000002,2880.1241,2110.1721574,125.926875,233.759,42.10904166666667
