customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag,effective_start_date,record_source,effective_end_date,is_current,customer_sk
CUST0000001,Urban Homes 1,Municipal,Phoenix,AZ,West,2025-09-06,B,True,False,2025-09-06,customer_master,9999-12-31,True,101924501ac653cca099
CUST0000002,Green Manufacturing 2,Industrial,Austin,TX,South,2023-05-12,A,True,False,2023-05-12,customer_master,2026-03-17,False,ad8443c29ebf9307f1ad
CUST0000002,Green Manufacturing 2,Municipal,Austin,TX,South,2023-05-12,D,True,False,2026-03-17,credit_review,9999-12-31,True,4fd58c1c34c23e63dcc7
CUST0000003,Sunrise Manufacturing 3,Unknown,Denver,CO,West,2022-07-28,A,False,True,2022-07-28,customer_master,9999-12-31,True,05c07bad97dbe169006a
CUST0000004,North Manufacturing 4,Unknown,Denver,CO,West,2019-07-13,A,False,True,2019-07-13,customer_master,9999-12-31,True,2b5268488d72de6ae8e8
CUST0000005,Green Retail 5,Municipal,Denver,CO,West,,C,False,True,,customer_master,9999-12-31,True,a6289087206d4c39949c
CUST0000006,Blue Retail 6,Industrial,Seattle,WA,West,,C,False,True,2026-03-28,annual_review,9999-12-31,True,611397383cd67c6f37c8
CUST0000006,Blue Retail 6,Commercial,Seattle,WA,West,,A,True,True,,customer_master,9999-12-31,True,83c70c791960e1a751c9
CUST0000007,Ever Foods 7,Industrial,Austin,TX,South,,D,False,True,,customer_master,9999-12-31,True,dd27f5457c8924c08a85
CUST0000008,Prime Manufacturing 8,Commercial,Dallas,TX,South,2022-08-11,D,True,False,2022-08-11,customer_master,9999-12-31,True,3bffcca7e05252f6629a
CUST0000009,Green Labs 9,Unknown,Phoenix,AZ,West,,B,True,True,,customer_master,9999-12-31,True,b62948abc3db7efa53cc
CUST0000010,Green Manufacturing 10,Municipal,Dallas,TX,South,2021-06-22,A,False,True,2021-06-22,customer_master,9999-12-31,True,f4e3e279e5845a116078
CUST0000011,Green Homes 11,Commercial,Dallas,TX,South,,D,False,True,,customer_master,9999-12-31,True,bde5b0a6de6c6647d280
CUST0000012,Green Schools 12,Unknown,Albany,NY,Northeast,2021-04-02,B,False,True,2021-04-02,customer_master,9999-12-31,True,00915e33da4b15c25f98
CUST0000013,North Services 13,Municipal,Chicago,IL,Midwest,2023-05-12,B,True,True,2023-05-12,customer_master,9999-12-31,True,a683ceda4ee5779f086e
CUST0000014,Prime Properties 14,Residential,Denver,CO,West,,D,False,True,2026-02-28,credit_review,9999-12-31,True,1d92482596e0e9ed5f9c
CUST0000014,Prime Properties 14,Industrial,Denver,CO,West,,D,False,True,,customer_master,9999-12-31,True,537ba8b62abd6b8b5b3e
CUST0000015,Ever Labs 15,Commercial,Austin,TX,South,2021-07-01,B,True,True,2021-07-01,customer_master,2026-02-09,False,3a0f5165ccc9f2c72fd9
CUST0000015,Ever Labs 15,Residential,Austin,TX,South,2021-07-01,A,False,True,2026-02-09,customer_request,9999-12-31,True,7a243a2b4e2ebb20d949
CUST0000016,Green Schools 16,Residential,Austin,TX,South,,A,False,True,2026-04-23,annual_review,9999-12-31,True,70d9f4acb9ca976ff441
CUST0000016,Green Schools 16,Commercial,Austin,TX,South,,D,False,True,,customer_master,9999-12-31,True,f94df6600bb763c0fa99
CUST0000017,Blue Services 17,Commercial,Atlanta,GA,South,,B,True,False,,customer_master,9999-12-31,True,cac64f9fc870b7bb57bc
CUST0000018,Green Properties 18,Industrial,Springfield,IL,Midwest,,D,True,True,2026-02-13,customer_request,9999-12-31,True,d9abbb29c9ac23371bda
CUST0000018,Green Properties 18,Commercial,Springfield,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,aba94b057f72c91e5f33
CUST0000019,Prime Homes 19,Unknown,Denver,CO,West,,D,True,True,,customer_master,9999-12-31,True,94e838b632b797d020df
CUST0000020,Green Retail 20,Commercial,Atlanta,GA,South,,C,True,True,,customer_master,9999-12-31,True,0c27bf9fb33921fcb1d5
CUST0000021,Green Manufacturing 21,Industrial,Chicago,IL,Midwest,,A,False,True,2026-04-06,annual_review,9999-12-31,True,009d97e8320839dfc6a6
CUST0000021,Green Manufacturing 21,Municipal,Chicago,IL,Midwest,,A,True,True,,customer_master,9999-12-31,True,4a677b59855a6144a61e
CUST0000022,Sunrise Services 22,Unknown,Seattle,WA,West,,B,True,False,,customer_master,9999-12-31,True,907541623ffbe4426ab3
CUST0000023,Blue Foods 23,Municipal,Atlanta,GA,South,,D,True,False,,customer_master,9999-12-31,True,955f797416950ecd4754
CUST0000024,Ever Properties 24,Residential,Albany,NY,Northeast,2025-12-17,A,False,False,2025-12-17,customer_master,2026-03-14,False,f1b12c9d9a8d5fe0a56c
CUST0000024,Ever Properties 24,Municipal,Albany,NY,Northeast,2025-12-17,D,False,False,2026-03-14,customer_request,9999-12-31,True,f9254b3d3218aa5614b6
CUST0000025,Metro Properties 25,Municipal,Denver,CO,West,2023-12-16,B,False,True,2023-12-16,customer_master,9999-12-31,True,3f6e57ed1d8fd8d32c45
CUST0000026,Urban Services 26,Industrial,Atlanta,GA,South,,C,True,True,,customer_master,9999-12-31,True,3ff0960dfdc89bd67bea
CUST0000027,Green Retail 27,Municipal,Seattle,WA,West,2023-12-15,A,False,True,2023-12-15,customer_master,9999-12-31,True,72bc583c46fb343209c3
CUST0000028,Prime Services 28,Municipal,Denver,CO,West,2023-03-31,D,False,True,2023-03-31,customer_master,9999-12-31,True,22dd9638641b1c2ff7f6
CUST0000029,Sunrise Labs 29,Commercial,Atlanta,GA,South,,B,True,False,,customer_master,9999-12-31,True,9af8bfb62eed4e184efb
CUST0000030,Sunrise Homes 30,Municipal,Dallas,TX,South,,C,True,True,,customer_master,9999-12-31,True,d0aedb59c19b4b317b46
CUST0000031,Urban Services 31,Residential,Springfield,IL,Midwest,,D,False,True,2026-03-26,usage_change,9999-12-31,True,f8d58fcc5f9ca10f5b2e
CUST0000031,Urban Services 31,Residential,Springfield,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,6927dd125d930d6cabb6
CUST0000032,Prime Properties 32,Residential,Phoenix,AZ,West,2023-02-27,D,True,True,2023-02-27,customer_master,9999-12-31,True,f5b6845fdcecbc34805a
CUST0000033,Blue Retail 33,Residential,Dallas,TX,South,,A,True,True,,customer_master,9999-12-31,True,05c7e5a85aa6bbae1ba2
CUST0000034,Metro Manufacturing 34,Residential,Austin,TX,South,,B,True,True,,customer_master,9999-12-31,True,3516329e874b6f65979d
CUST0000035,Ever Services 35,Residential,Denver,CO,West,,A,False,True,2026-05-19,usage_change,9999-12-31,True,071a30a3a58a45b7b6ee
CUST0000035,Ever Services 35,Unknown,Denver,CO,West,,C,True,True,,customer_master,9999-12-31,True,cb1f4de4825b85f7c217
CUST0000036,Urban Retail 36,Municipal,Denver,CO,West,,A,True,True,,customer_master,9999-12-31,True,e3b588013b77cfd081ef
CUST0000037,North Schools 37,Commercial,Chicago,IL,Midwest,2024-05-14,C,True,True,2024-05-14,customer_master,9999-12-31,True,197cb2a43227de1fd139
CUST0000038,Blue Retail 38,Municipal,Phoenix,AZ,West,,B,False,True,,customer_master,9999-12-31,True,c7216f65087f189e55dd
CUST0000039,Blue Retail 39,Residential,Albany,NY,Northeast,,D,True,False,2026-02-11,customer_request,9999-12-31,True,ab3fda6050d0f6b29790
CUST0000039,Blue Retail 39,Residential,Albany,NY,Northeast,,B,True,False,,customer_master,9999-12-31,True,14c22a187a9abd5bfe6a
CUST0000040,Sunrise Services 40,Residential,Seattle,WA,West,,C,True,True,2026-05-06,usage_change,9999-12-31,True,68b606106b4d74ea8e79
CUST0000040,Sunrise Services 40,Industrial,Seattle,WA,West,,A,False,True,,customer_master,9999-12-31,True,688bcfaebc003fd173fb
CUST0000041,Ever Retail 41,Unknown,Boston,MA,Northeast,,A,True,False,,customer_master,9999-12-31,True,0dc915a1104453d48110
CUST0000042,Green Homes 42,Commercial,Springfield,IL,Midwest,,D,False,True,,customer_master,9999-12-31,True,c5cf67a3ef9e879d3adf
CUST0000043,Sunrise Manufacturing 43,Municipal,Denver,CO,West,,D,False,True,2026-03-11,credit_review,9999-12-31,True,1855ec2b1dec39730301
CUST0000043,Sunrise Manufacturing 43,Unknown,Denver,CO,West,,A,True,True,,customer_master,9999-12-31,True,85d461621cdf48b428f2
CUST0000044,Urban Schools 44,Residential,Springfield,IL,Midwest,,B,False,True,,customer_master,9999-12-31,True,ce5c0cc1d750be6de26b
CUST0000045,Green Homes 45,Residential,Austin,TX,South,,B,False,True,2026-05-06,customer_request,9999-12-31,True,4e4b5d53a4c3696ce17e
CUST0000045,Green Homes 45,Commercial,Austin,TX,South,,A,True,True,,customer_master,9999-12-31,True,171c68b590830a1c709a
CUST0000046,Sunrise Retail 46,Commercial,Albany,NY,Northeast,2023-03-11,A,False,True,2023-03-11,customer_master,9999-12-31,True,a6b9a20e71c97767de60
CUST0000047,Prime Labs 47,Residential,Seattle,WA,West,,D,False,True,,customer_master,9999-12-31,True,47e97ce02081edce1a3f
CUST0000048,North Schools 48,Residential,Seattle,WA,West,,A,True,True,2026-03-29,usage_change,9999-12-31,True,c3f60e529f114e8685bd
CUST0000048,North Schools 48,Commercial,Seattle,WA,West,,D,True,True,,customer_master,9999-12-31,True,04b094a298720ae08be4
CUST0000049,Green Services 49,Commercial,Boston,MA,Northeast,,B,False,True,2026-03-13,usage_change,9999-12-31,True,8f7a58813a380ee42ea2
CUST0000049,Green Services 49,Unknown,Boston,MA,Northeast,,A,False,True,,customer_master,9999-12-31,True,58041b8497c94d8c1f1a
CUST0000050,North Homes 50,Unknown,Denver,CO,West,,C,False,True,,customer_master,9999-12-31,True,8a1d1be9b3297531a3fd
CUST0000051,North Retail 51,Residential,Dallas,TX,South,2023-07-02,B,False,False,2023-07-02,customer_master,9999-12-31,True,80a9b06ec80890f5c9ce
CUST0000052,Sunrise Services 52,Commercial,Springfield,IL,Midwest,,D,False,True,2026-05-05,customer_request,9999-12-31,True,f10b0a5ef07cbec788ac
CUST0000052,Sunrise Services 52,Residential,Springfield,IL,Midwest,,A,True,True,,customer_master,9999-12-31,True,4b2c69c8ce04d3500a8c
CUST0000053,Urban Foods 53,Municipal,Boston,MA,Northeast,,A,False,True,2026-04-15,credit_review,9999-12-31,True,228fccc2259c7893b16c
CUST0000053,Urban Foods 53,Commercial,Boston,MA,Northeast,,C,False,True,,customer_master,9999-12-31,True,fa06ce7cefe6b8fba1ea
CUST0000054,Green Foods 54,Municipal,Dallas,TX,South,,D,True,True,,customer_master,9999-12-31,True,4966794bea96226732f8
CUST0000055,Ever Schools 55,Unknown,Springfield,IL,Midwest,2022-06-04,C,False,True,2022-06-04,customer_master,2026-05-24,False,28b00324586a861046da
CUST0000055,Ever Schools 55,Residential,Springfield,IL,Midwest,2022-06-04,D,False,True,2026-05-24,credit_review,9999-12-31,True,556c261953f8c5cd6558
CUST0000056,Blue Retail 56,Unknown,Denver,CO,West,,A,False,False,,customer_master,9999-12-31,True,86a66f62d4d7d4e9a25e
CUST0000057,Prime Properties 57,Commercial,Denver,CO,West,,A,False,True,,customer_master,9999-12-31,True,b51f5b1b9e41551f8a0b
CUST0000058,Ever Manufacturing 58,Unknown,Springfield,IL,Midwest,,B,False,True,,customer_master,9999-12-31,True,b23c27f5d1d27f6c03d3
CUST0000059,Green Schools 59,Unknown,Boston,MA,Northeast,2020-09-26,B,True,True,2020-09-26,customer_master,9999-12-31,True,1e421789a583914bf541
CUST0000060,Blue Labs 60,Unknown,Denver,CO,West,2022-11-28,C,False,True,2022-11-28,customer_master,9999-12-31,True,bebda2c7590be9d653eb
CUST0000061,Ever Services 61,Industrial,Phoenix,AZ,West,,A,True,True,,customer_master,9999-12-31,True,85828cbbba86ddb0d40c
CUST0000062,Sunrise Labs 62,Commercial,Albany,NY,Northeast,,A,True,False,,customer_master,9999-12-31,True,a8868702b399753bcc0e
CUST0000063,Ever Properties 63,Municipal,Albany,NY,Northeast,2020-07-23,C,False,False,2020-07-23,customer_master,2026-05-16,False,6d6d0732a0971a384f7a
CUST0000063,Ever Properties 63,Industrial,Albany,NY,Northeast,2020-07-23,B,True,False,2026-05-16,annual_review,9999-12-31,True,c7413b0484ef7de5dc09
CUST0000064,Green Services 64,Commercial,Seattle,WA,West,,B,False,True,2026-03-30,credit_review,9999-12-31,True,5a36145b3d75268c8795
CUST0000064,Green Services 64,Unknown,Seattle,WA,West,,B,True,True,,customer_master,9999-12-31,True,f4b1343218e24df51072
CUST0000065,Metro Properties 65,Industrial,Denver,CO,West,,D,True,True,,customer_master,9999-12-31,True,258d16686d65f1b5cab4
CUST0000066,Sunrise Manufacturing 66,Commercial,Seattle,WA,West,2023-04-24,A,False,False,2023-04-24,customer_master,9999-12-31,True,5c8ef88808e096932a49
CUST0000067,Metro Properties 67,Commercial,Denver,CO,West,2019-04-03,B,False,True,2019-04-03,customer_master,9999-12-31,True,33f02d33c0ae9d742b47
CUST0000068,Blue Foods 68,Municipal,Albany,NY,Northeast,2023-07-05,D,True,True,2023-07-05,customer_master,9999-12-31,True,112bc031cc2861fb89fe
CUST0000069,Urban Foods 69,Municipal,Phoenix,AZ,West,,C,False,False,2026-04-27,credit_review,9999-12-31,True,55e0e011b0b29b115a36
CUST0000069,Urban Foods 69,Unknown,Phoenix,AZ,West,,A,True,False,,customer_master,9999-12-31,True,d83ef3290594e0e24024
CUST0000070,Prime Properties 70,Industrial,Boston,MA,Northeast,,B,True,True,,customer_master,9999-12-31,True,39fbd8e30e40d9d0a389
CUST0000071,Blue Homes 71,Industrial,Phoenix,AZ,West,,C,True,True,2026-05-29,usage_change,9999-12-31,True,cd69ee65657f41658486
CUST0000071,Blue Homes 71,Municipal,Phoenix,AZ,West,,A,False,True,,customer_master,9999-12-31,True,4fd0318fa47e9e82f979
CUST0000072,Metro Labs 72,Industrial,Seattle,WA,West,,A,True,True,2026-04-11,annual_review,9999-12-31,True,8c978fc4b3a421ff1d5d
CUST0000072,Metro Labs 72,Commercial,Seattle,WA,West,,D,True,True,,customer_master,9999-12-31,True,c6ac8394835e18c7d9d6
CUST0000073,Urban Schools 73,Industrial,Chicago,IL,Midwest,,B,False,True,2026-05-09,annual_review,9999-12-31,True,f9eeae8ab075a9133762
CUST0000073,Urban Schools 73,Residential,Chicago,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,29612a4245c8691e985c
CUST0000074,Sunrise Foods 74,Municipal,Boston,MA,Northeast,2018-05-17,C,True,False,2018-05-17,customer_master,9999-12-31,True,426588d541166049924d
CUST0000075,Prime Labs 75,Municipal,Boston,MA,Northeast,,B,False,True,2026-04-15,annual_review,9999-12-31,True,45f001648790c77ca3d2
CUST0000075,Prime Labs 75,Industrial,Boston,MA,Northeast,,A,True,True,,customer_master,9999-12-31,True,93cb46dd763db4512fb0
CUST0000076,Metro Services 76,Unknown,Albany,NY,Northeast,,D,True,False,,customer_master,9999-12-31,True,ef86647b0bfdb9a46500
CUST0000077,Green Foods 77,Commercial,Springfield,IL,Midwest,2021-09-15,B,False,False,2021-09-15,customer_master,9999-12-31,True,73fb46ebad0295a93ca7
