facility_id,department_id,survey_count,avg_overall_rating,avg_communication,avg_cleanliness,recommend_rate
FAC001,DEP0001,36,3.138888888888889,3.0,3.1666666666666665,0.5555555555555556
FAC001,DEP0002,28,3.357142857142857,2.7857142857142856,2.9285714285714284,0.6071428571428571
FAC001,DEP0003,67,3.373134328358209,2.8507462686567164,2.970149253731343,0.4626865671641791
FAC001,DEP0004,43,3.4651162790697674,2.744186046511628,2.7674418604651163,0.32558139534883723
FAC001,DEP0005,40,3.6,3.575,3.275,0.375
FAC001,DEP0006,39,3.2051282051282053,3.128205128205128,2.641025641025641,0.4358974358974359
FAC001,DEP0007,35,3.0,2.7714285714285714,3.2857142857142856,0.6
FAC001,DEP0008,46,3.1956521739130435,2.739130434782609,3.4130434782608696,0.5434782608695652
FAC001,DEP0009,41,3.7804878048780486,2.975609756097561,2.5853658536585367,0.34146341463414637
FAC001,DEP0010,43,3.8372093023255816,2.9069767441860463,2.86046511627907,0.3953488372093023
FAC001,DEP0011,27,3.5185185185185186,2.8518518518518516,2.962962962962963,0.2962962962962963
FAC001,DEP0012,9,4.777777777777778,2.6666666666666665,2.888888888888889,0.3333333333333333
FAC002,DEP0013,9,3.6666666666666665,2.888888888888889,3.2222222222222223,0.4444444444444444
FAC002,DEP0014,58,3.586206896551724,2.9655172413793105,3.310344827586207,0.4482758620689655
FAC002,DEP0015,41,3.3902439024390243,2.7560975609756095,3.024390243902439,0.4634146341463415
FAC002,DEP0016,35,3.8,2.4571428571428573,2.942857142857143,0.5714285714285714
FAC002,DEP0017,63,3.5238095238095237,2.888888888888889,3.0634920634920637,0.5079365079365079
FAC002,DEP0018,9,3.111111111111111,2.4444444444444446,3.0,0.5555555555555556
FAC002,DEP0019,85,3.3294117647058825,2.9058823529411764,3.1882352941176473,0.49411764705882355
FAC002,DEP0020,11,3.5454545454545454,2.909090909090909,2.090909090909091,0.2727272727272727
FAC002,DEP0021,37,3.6486486486486487,3.2972972972972974,2.72972972972973,0.4864864864864865
FAC002,DEP0022,46,3.347826086956522,3.0217391304347827,3.0869565217391304,0.6086956521739131
FAC002,DEP0023,25,2.88,2.92,3.16,0.4
FAC002,DEP0024,30,3.8333333333333335,3.2,2.9,0.3
FAC003,DEP0025,47,3.574468085106383,3.25531914893617,2.8297872340425534,0.5106382978723404
FAC003,DEP0026,32,3.25,3.1875,3.03125,0.5625
FAC003,DEP0027,76,3.5921052631578947,3.1184210526315788,3.026315789473684,0.5789473684210527
FAC003,DEP0028,31,3.806451612903226,2.838709677419355,2.5483870967741935,0.5806451612903226
FAC003,DEP0029,27,3.185185185185185,3.2222222222222223,3.185185185185185,0.5555555555555556
FAC003,DEP0030,27,3.6296296296296298,2.7777777777777777,3.185185185185185,0.5185185185185185
FAC003,DEP0031,47,3.3617021276595747,2.723404255319149,3.0638297872340425,0.48936170212765956
FAC003,DEP0032,31,3.4838709677419355,3.096774193548387,3.096774193548387,0.6129032258064516
FAC003,DEP0033,12,2.9166666666666665,2.8333333333333335,2.5833333333333335,0.08333333333333333
FAC003,DEP0034,27,2.962962962962963,3.111111111111111,2.925925925925926,0.5555555555555556
FAC003,DEP0035,23,3.347826086956522,3.0434782608695654,2.8260869565217392,0.7391304347826086
FAC003,DEP0036,17,3.176470588235294,2.9411764705882355,2.764705882352941,0.5294117647058824
FAC004,DEP0037,32,3.53125,2.96875,3.3125,0.5
FAC004,DEP0038,13,3.6923076923076925,3.1538461538461537,3.3076923076923075,0.46153846153846156
FAC004,DEP0039,58,3.1551724137931036,3.086206896551724,3.1551724137931036,0.5
FAC004,DEP0040,44,3.340909090909091,2.7954545454545454,2.6136363636363638,0.5681818181818182
FAC004,DEP0041,28,3.392857142857143,2.7857142857142856,3.25,0.39285714285714285
FAC004,DEP0042,46,3.5217391304347827,2.8043478260869565,2.9130434782608696,0.41304347826086957
FAC004,DEP0043,20,3.55,3.35,2.05,0.4
FAC004,DEP0044,30,3.4,2.6,3.5,0.5333333333333333
FAC004,DEP0045,21,3.6666666666666665,2.5238095238095237,3.380952380952381,0.42857142857142855
FAC004,DEP0046,30,3.433333333333333,3.1,3.2,0.5666666666666667
FAC004,DEP0047,33,3.4242424242424243,2.878787878787879,3.1818181818181817,0.48484848484848486
FAC004,DEP0048,26,3.230769230769231,2.9615384615384617,3.269230769230769,0.5
FAC005,DEP0049,43,3.441860465116279,3.2093023255813953,2.744186046511628,0.4883720930232558
FAC005,DEP0050,15,3.8,3.0,3.066666666666667,0.6
FAC005,DEP0051,21,3.4285714285714284,2.8095238095238093,3.1904761904761907,0.42857142857142855
FAC005,DEP0052,40,3.6,3.4,2.775,0.5
FAC005,DEP0053,30,3.6333333333333333,3.3333333333333335,3.1333333333333333,0.5333333333333333
FAC005,DEP0054,27,3.0,2.925925925925926,3.111111111111111,0.5185185185185185
FAC005,DEP0055,33,3.6666666666666665,2.9393939393939394,3.242424242424242,0.3333333333333333
FAC005,DEP0056,52,3.423076923076923,2.923076923076923,3.0,0.4423076923076923
FAC005,DEP0057,35,3.7714285714285714,3.1142857142857143,2.942857142857143,0.5142857142857142
FAC005,DEP0058,52,3.826923076923077,2.9423076923076925,3.076923076923077,0.4423076923076923
FAC005,DEP0059,78,3.6025641025641026,2.9871794871794872,3.217948717948718,0.5
FAC005,DEP0060,33,3.787878787878788,2.8181818181818183,3.0303030303030303,0.3939393939393939
FAC006,DEP0061,18,3.611111111111111,2.9444444444444446,2.8333333333333335,0.5555555555555556
FAC006,DEP0062,52,3.269230769230769,2.8653846153846154,2.826923076923077,0.5961538461538461
FAC006,DEP0063,42,3.5,2.7857142857142856,2.6666666666666665,0.42857142857142855
FAC006,DEP0064,25,3.44,2.6,2.8,0.64
FAC006,DEP0065,60,3.3,2.9833333333333334,2.95,0.5333333333333333
FAC006,DEP0066,48,3.1458333333333335,3.0833333333333335,2.625,0.5833333333333334
FAC006,DEP0067,26,3.423076923076923,2.769230769230769,3.1538461538461537,0.5769230769230769
FAC006,DEP0068,29,3.2413793103448274,2.8275862068965516,3.2758620689655173,0.5517241379310345
FAC006,DEP0069,50,3.54,3.2,2.92,0.58
