facility_id,department_id,encounter_count,avg_los,high_los_count,inpatient_encounters,readmissions_30d,survey_count,avg_overall_rating,avg_communication,avg_cleanliness,recommend_rate,avg_occupancy_pct,high_occupancy_days,readmission_rate_30d
FAC001,DEP0001,72,1.6437793427230045,8,11,0,36,3.138888888888889,3.0,3.1666666666666665,0.5555555555555556,0.0,0.0,0.0
FAC001,DEP0002,55,2.0893939393939394,7,14,1,28,3.357142857142857,2.7857142857142856,2.9285714285714284,0.6071428571428571,0.8473780576820259,26.0,0.07142857142857142
FAC001,DEP0003,150,1.1987612612612613,8,24,2,67,3.373134328358209,2.8507462686567164,2.970149253731343,0.4626865671641791,0.0,0.0,0.08333333333333333
FAC001,DEP0004,96,1.9144965277777777,11,23,0,43,3.4651162790697674,2.744186046511628,2.7674418604651163,0.32558139534883723,0.7683187656348767,16.0,0.0
FAC001,DEP0005,90,1.2387640449438202,5,15,0,40,3.6,3.575,3.275,0.375,0.8076199553100145,18.0,0.0
FAC001,DEP0006,93,1.4211469534050178,9,17,2,39,3.2051282051282053,3.128205128205128,2.641025641025641,0.4358974358974359,0.8604885497509218,27.0,0.11764705882352941
FAC001,DEP0007,78,1.2429653679653678,6,12,1,35,3.0,2.7714285714285714,3.2857142857142856,0.6,0.0,0.0,0.08333333333333333
FAC001,DEP0008,104,1.426062091503268,8,15,1,46,3.1956521739130435,2.739130434782609,3.4130434782608696,0.5434782608695652,0.840891649429379,21.0,0.06666666666666667
FAC001,DEP0009,92,1.5517399267399268,7,18,0,41,3.7804878048780486,2.975609756097561,2.5853658536585367,0.34146341463414637,0.8061979255915687,19.0,0.0
FAC001,DEP0010,96,1.6835106382978724,9,18,1,43,3.8372093023255816,2.9069767441860463,2.86046511627907,0.3953488372093023,0.0,0.0,0.05555555555555555
FAC001,DEP0011,71,1.5130952380952383,8,13,0,27,3.5185185185185186,2.8518518518518516,2.962962962962963,0.2962962962962963,0.0,0.0,0.0
FAC001,DEP0012,18,1.7777777777777777,2,3,0,9,4.777777777777778,2.6666666666666665,2.888888888888889,0.3333333333333333,0.0,0.0,0.0
FAC002,DEP0013,17,2.3333333333333335,4,4,0,9,3.6666666666666665,2.888888888888889,3.2222222222222223,0.4444444444444444,0.0,0.0,0.0
FAC002,DEP0014,124,1.7649051490514907,14,28,2,58,3.586206896551724,2.9655172413793105,3.310344827586207,0.4482758620689655,0.8037401767362359,20.0,0.07142857142857142
FAC002,DEP0015,91,1.3000936329588015,7,15,0,41,3.3902439024390243,2.7560975609756095,3.024390243902439,0.4634146341463415,0.0,0.0,0.0
FAC002,DEP0016,63,1.1355820105820107,2,11,1,35,3.8,2.4571428571428573,2.942857142857143,0.5714285714285714,0.8818737178048666,31.0,0.09090909090909091
FAC002,DEP0017,130,1.6153846153846154,13,23,2,63,3.5238095238095237,2.888888888888889,3.0634920634920637,0.5079365079365079,0.8265062930341976,22.0,0.08695652173913043
FAC002,DEP0018,28,1.113095238095238,2,4,0,9,3.111111111111111,2.4444444444444446,3.0,0.5555555555555556,0.8201164846621816,18.0,0.0
FAC002,DEP0019,164,1.3860596707818928,13,26,0,85,3.3294117647058825,2.9058823529411764,3.1882352941176473,0.49411764705882355,0.0,0.0,0.0
FAC002,DEP0020,31,2.3586309523809526,5,8,0,11,3.5454545454545454,2.909090909090909,2.090909090909091,0.2727272727272727,0.8063888514988894,17.0,0.0
FAC002,DEP0021,100,1.4920833333333334,11,15,2,37,3.6486486486486487,3.2972972972972974,2.72972972972973,0.4864864864864865,0.8400777304408982,26.0,0.13333333333333333
FAC002,DEP0022,98,1.9889455782312924,15,24,0,46,3.347826086956522,3.0217391304347827,3.0869565217391304,0.6086956521739131,0.0,0.0,0.0
FAC002,DEP0023,65,1.2192622950819672,4,9,1,25,2.88,2.92,3.16,0.4,0.0,0.0,0.1111111111111111
FAC002,DEP0024,54,1.4552469135802468,6,7,1,30,3.8333333333333335,3.2,2.9,0.3,0.0,0.0,0.14285714285714285
FAC003,DEP0025,95,1.5784050179211468,6,22,2,47,3.574468085106383,3.25531914893617,2.8297872340425534,0.5106382978723404,0.0,0.0,0.09090909090909091
FAC003,DEP0026,90,1.5018726591760299,7,21,4,32,3.25,3.1875,3.03125,0.5625,0.8263157796249644,20.0,0.19047619047619047
FAC003,DEP0027,148,1.9702380952380953,20,37,1,76,3.5921052631578947,3.1184210526315788,3.026315789473684,0.5789473684210527,0.0,0.0,0.02702702702702703
FAC003,DEP0028,81,1.2633547008547008,5,14,0,31,3.806451612903226,2.838709677419355,2.5483870967741935,0.5806451612903226,0.7737338388302987,17.0,0.0
FAC003,DEP0029,84,1.9573170731707317,10,19,0,27,3.185185185185185,3.2222222222222223,3.185185185185185,0.5555555555555556,0.8624960511262733,26.0,0.0
FAC003,DEP0030,58,1.506578947368421,7,12,0,27,3.6296296296296298,2.7777777777777777,3.185185185185185,0.5185185185185185,0.8432083872216889,30.0,0.0
FAC003,DEP0031,75,1.0867117117117118,4,11,0,47,3.3617021276595747,2.723404255319149,3.0638297872340425,0.48936170212765956,0.0,0.0,0.0
FAC003,DEP0032,72,1.4091435185185184,7,10,2,31,3.4838709677419355,3.096774193548387,3.096774193548387,0.6129032258064516,0.8344158589514094,21.0,0.2
FAC003,DEP0033,50,1.0,3,7,0,12,2.9166666666666665,2.8333333333333335,2.5833333333333335,0.08333333333333333,0.8256515889570446,25.0,0.0
FAC003,DEP0034,58,1.4553571428571428,5,11,1,27,2.962962962962963,3.111111111111111,2.925925925925926,0.5555555555555556,0.0,0.0,0.09090909090909091
FAC003,DEP0035,60,1.6610169491525424,5,14,0,23,3.347826086956522,3.0434782608695654,2.8260869565217392,0.7391304347826086,0.0,0.0,0.0
FAC003,DEP0036,60,1.0965277777777778,3,8,0,17,3.176470588235294,2.9411764705882355,2.764705882352941,0.5294117647058824,0.0,0.0,0.0
FAC004,DEP0037,85,1.527450980392157,10,14,0,32,3.53125,2.96875,3.3125,0.5,0.0,0.0,0.0
FAC004,DEP0038,30,1.2298850574712645,2,3,0,13,3.6923076923076925,3.1538461538461537,3.3076923076923075,0.46153846153846156,0.8721980353606995,26.0,0.0
FAC004,DEP0039,112,1.8571428571428572,12,28,3,58,3.1551724137931036,3.086206896551724,3.1551724137931036,0.5,0.0,0.0,0.10714285714285714
FAC004,DEP0040,100,1.3941326530612246,10,17,1,44,3.340909090909091,2.7954545454545454,2.6136363636363638,0.5681818181818182,0.8221765436910498,20.0,0.058823529411764705
FAC004,DEP0041,97,1.7738715277777777,10,23,1,28,3.392857142857143,2.7857142857142856,3.25,0.39285714285714285,0.8227478274387947,24.0,0.043478260869565216
FAC004,DEP0042,91,1.87125468164794,11,22,0,46,3.5217391304347827,2.8043478260869565,2.9130434782608696,0.41304347826086957,0.8520653570618747,22.0,0.0
FAC004,DEP0043,51,1.6866666666666665,6,10,0,20,3.55,3.35,2.05,0.4,0.0,0.0,0.0
FAC004,DEP0044,91,2.29029304029304,14,26,0,30,3.4,2.6,3.5,0.5333333333333333,0.8147302879336731,19.0,0.0
FAC004,DEP0045,48,1.4929078014184398,4,10,0,21,3.6666666666666665,2.5238095238095237,3.380952380952381,0.42857142857142855,0.8238478525421253,20.0,0.0
FAC004,DEP0046,70,1.3224637681159421,6,14,1,30,3.433333333333333,3.1,3.2,0.5666666666666667,0.0,0.0,0.07142857142857142
FAC004,DEP0047,74,0.9223744292237442,2,9,0,33,3.4242424242424243,2.878787878787879,3.1818181818181817,0.48484848484848486,0.0,0.0,0.0
FAC004,DEP0048,75,2.126689189189189,10,17,1,26,3.230769230769231,2.9615384615384617,3.269230769230769,0.5,0.0,0.0,0.058823529411764705
FAC005,DEP0049,97,1.5120274914089347,10,16,1,43,3.441860465116279,3.2093023255813953,2.744186046511628,0.4883720930232558,0.0,0.0,0.0625
FAC005,DEP0050,35,1.6893939393939394,3,7,0,15,3.8,3.0,3.066666666666667,0.6,0.7993829030383534,22.0,0.0
FAC005,DEP0051,50,1.855,7,13,0,21,3.4285714285714284,2.8095238095238093,3.1904761904761907,0.42857142857142855,0.0,0.0,0.0
FAC005,DEP0052,83,1.7048192771084338,9,16,2,40,3.6,3.4,2.775,0.5,0.8311424879965569,23.0,0.125
FAC005,DEP0053,72,2.310446009389671,12,21,0,30,3.6333333333333333,3.3333333333333335,3.1333333333333333,0.5333333333333333,0.806326662758139,22.0,0.0
FAC005,DEP0054,56,1.3225308641975309,4,8,0,27,3.0,2.925925925925926,3.111111111111111,0.5185185185185185,0.8402069622618523,22.0,0.0
FAC005,DEP0055,74,1.3190639269406392,4,13,0,33,3.6666666666666665,2.9393939393939394,3.242424242424242,0.3333333333333333,0.0,0.0,0.0
FAC005,DEP0056,140,1.4080357142857143,10,24,1,52,3.423076923076923,2.923076923076923,3.0,0.4423076923076923,0.8324788244672213,24.0,0.041666666666666664
FAC005,DEP0057,79,1.7146624472573841,8,16,0,35,3.7714285714285714,3.1142857142857143,2.942857142857143,0.5142857142857142,0.8534342213031545,24.0,0.0
FAC005,DEP0058,116,1.7579710144927536,12,30,1,52,3.826923076923077,2.9423076923076925,3.076923076923077,0.4423076923076923,0.0,0.0,0.03333333333333333
FAC005,DEP0059,173,1.4612573099415205,16,30,4,78,3.6025641025641026,2.9871794871794872,3.217948717948718,0.5,0.0,0.0,0.13333333333333333
FAC005,DEP0060,86,0.9166666666666666,3,11,1,33,3.787878787878788,2.8181818181818183,3.0303030303030303,0.3939393939393939,0.0,0.0,0.09090909090909091
FAC006,DEP0061,48,0.5552536231884058,1,3,0,18,3.611111111111111,2.9444444444444446,2.8333333333333335,0.5555555555555556,0.0,0.0,0.0
FAC006,DEP0062,104,1.7403846153846154,12,22,3,52,3.269230769230769,2.8653846153846154,2.826923076923077,0.5961538461538461,0.8396910778531544,27.0,0.13636363636363635
FAC006,DEP0063,124,1.7768595041322315,15,25,0,42,3.5,2.7857142857142856,2.6666666666666665,0.42857142857142855,0.0,0.0,0.0
FAC006,DEP0064,62,1.7452185792349726,6,13,1,25,3.44,2.6,2.8,0.64,0.8417026403253396,21.0,0.07692307692307693
FAC006,DEP0065,118,1.7851449275362319,12,29,1,60,3.3,2.9833333333333334,2.95,0.5333333333333333,0.8145839268029558,24.0,0.034482758620689655
FAC006,DEP0066,114,1.1043543543543544,6,17,0,48,3.1458333333333335,3.0833333333333335,2.625,0.5833333333333334,0.8741714289826216,28.0,0.0
FAC006,DEP0067,70,1.3607142857142858,4,13,1,26,3.423076923076923,2.769230769230769,3.1538461538461537,0.5769230769230769,0.0,0.0,0.07692307692307693
FAC006,DEP0068,69,1.8208955223880596,9,12,0,29,3.2413793103448274,2.8275862068965516,3.2758620689655173,0.5517241379310345,0.7908009181762622,19.0,0.0
FAC006,DEP0069,101,1.6363636363636365,11,19,2,50,3.54,3.2,2.92,0.58,0.8254436530558906,16.0,0.10526315789473684
FAC006,DEP0070,91,1.614814814814815,8,21,1,29,3.2758620689655173,2.793103448275862,3.2758620689655173,0.5172413793103449,0.0,0.0,0.047619047619047616
